시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일,거래구분,중개사사무소,본번,부번,단지명,전용면적(㎡),층,등기신청일자,거래유형,중개사소재지,건물명,대지권면적(㎡),발표
걸포동,1591,아파트,,,,202309,16,63000,2020.0,걸포2로 74,,,,1591,0.0,한강메트로자이2단지,74.9078,14.0,20231102,중개거래,경기 김포시,,,발표전
구래동,Aug.73,아파트,,,,202309,12,54000,2011.0,김포한강5로 417,,,,6873,8.0,한가람마을(우미린),128.9366,21.0,20231103,중개거래,경기 김포시,,,발표전
구래동,6873-19,아파트,,,,202309,16,55500,2018.0,김포한강9로 116,,,,6873,19.0,한강신도시반도유보라5차,104.3203,22.0,20231229,중개거래,경기 김포시,,,발표전
통진읍,134,아파트,,,,202309,1,18700,1997.0,김포대로2270번길 29,,,,134,0.0,현대1,59.968,13.0,20230922,중개거래,경기 김포시,,,발표전
장기동,1629,아파트,,,,202309,2,47300,2009.0,김포한강2로 192,,,,1629,0.0,고창마을(자연앤어울림),84.85,12.0,20231016,중개거래,경기 김포시,,,발표전
운양동,1301-1,아파트,,,,202309,12,52000,2014.0,김포한강11로 275,,,,1301,1.0,한강신도시롯데캐슬,84.7624,13.0,20231027,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202309,9,42500,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.3317,5.0,20231006,중개거래,경기 김포시,,,발표전
운양동,1304-5,아파트,,,,202309,20,49900,2014.0,김포한강11로 227,,,,1304,5.0,풍경마을래미안한강2차,84.98,5.0,20231123,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202309,3,67500,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,100.2089,4.0,20231106,중개거래,경기 김포시,,,발표전
고촌읍,1248,아파트,,,,202309,1,84700,2008.0,수기로 39-13,,,,1248,0.0,수기마을힐스테이트3단지,156.91,4.0,20231211,중개거래,"경기 김포시, 경기 성남분당구",,,발표전
걸포동,1591,아파트,,,,202309,11,70900,2020.0,걸포2로 74,,,,1591,0.0,한강메트로자이2단지,84.9402,29.0,20231130,중개거래,경기 김포시,,,발표전
걸포동,1591,아파트,,,,202309,4,55500,2020.0,걸포2로 74,20231030.0,,,1591,0.0,한강메트로자이2단지,59.9496,32.0, ,중개거래,경기 김포시,,,발표전
걸포동,1595,아파트,,,,202309,21,66200,2020.0,걸포2로 83,,,,1595,0.0,한강메트로자이1단지,84.969,10.0,20231219,중개거래,"경기 김포시, 서울 강서구",,,발표전
통진읍,134,아파트,,,,202309,11,18300,1997.0,김포대로2270번길 29,,,,134,0.0,현대1,59.968,14.0,20231031,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202309,5,42700,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,70.8647,3.0,20231020,중개거래,경기 김포시,,,발표전
장기동,1629,아파트,,,,202309,27,41000,2009.0,김포한강2로 192,,,,1629,0.0,고창마을(자연앤어울림),84.85,18.0,20240112,중개거래,경기 김포시,,,발표전
고촌읍,1256,아파트,,,,202309,23,70000,2008.0,수기로 67-53,,,,1256,0.0,수기마을힐스테이트2단지,101.97,5.0,20231214,중개거래,경기 김포시,,,발표전
통진읍,586,아파트,,,,202309,17,24500,2022.0,율마로438번길 52,,,,586,0.0,e편한세상김포어반베뉴,53.9035,8.0,20231016,중개거래,경기 김포시,,,발표전
운양동,1301-1,아파트,,,,202309,23,50500,2014.0,김포한강11로 275,,,,1301,1.0,한강신도시롯데캐슬,84.7628,5.0,20231221,중개거래,경기 김포시,,,발표전
운양동,1301-1,아파트,,,,202309,22,53000,2014.0,김포한강11로 275,,,,1301,1.0,한강신도시롯데캐슬,84.7624,9.0,20231221,중개거래,경기 김포시,,,발표전
장기동,2031,아파트,,,,202309,14,57500,2017.0,김포한강2로 41,,,,2031,0.0,e편한세상캐널시티,84.3015,9.0,20231031,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202309,12,28000,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,59.9747,1.0,20231229,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202309,1,34700,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,84.6551,5.0, ,중개거래,경기 김포시,,,발표전
통진읍,134,아파트,,,,202309,15,17300,1997.0,김포대로2270번길 29,,,,134,0.0,현대1,59.968,5.0,20231020,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202309,27,40000,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.4267,20.0,20231221,중개거래,경기 김포시,,,발표전
운양동,1331-1,아파트,,,,202309,22,45800,2018.0,김포한강11로 37,,,,1331,1.0,한강신도시운양KCC스위첸,84.43,11.0,20231025,중개거래,경기 김포시,,,발표전
구래동,Apr.86,아파트,,,,202309,22,58000,2021.0,솔터로 22,,,,6886,4.0,메트로타워예미지,78.9118,33.0,20231128,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-1,아파트,,,,202309,26,61000,2020.0,상미로 38,,,,00A1,1.0,힐스테이트 리버시티 1단지,84.9181,5.0,20231206,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202309,4,38000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),84.281,7.0,20230918,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202309,5,46000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),114.192,4.0,20231019,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202309,14,34000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),84.281,1.0,20231020,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202309,15,29500,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),84.281,1.0,20231025,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202309,16,61000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),174.072,13.0,20231120,중개거래,경기 김포시,,,발표전
구래동,6874-20,아파트,,,,202309,23,43500,2018.0,김포한강4로420번길 100,,,,6874,20.0,김포한강아이파크,84.9592,12.0,20240115,중개거래,경기 김포시,,,발표전
구래동,6874-20,아파트,,,,202309,16,40500,2018.0,김포한강4로420번길 100,,,,6874,20.0,김포한강아이파크,75.6597,15.0,20231130,중개거래,경기 김포시,,,발표전
구래동,6874-20,아파트,,,,202309,14,41400,2018.0,김포한강4로420번길 100,,,,6874,20.0,김포한강아이파크,75.8173,16.0,20231208,중개거래,경기 김포시,,,발표전
사우동,912,아파트,,,,202309,8,43000,1999.0,사우중로74번길 12,,,,912,0.0,풍년마을(신명),84.98,7.0,20231017,중개거래,경기 김포시,,,발표전
사우동,856,아파트,,,,202309,6,31900,1998.0,풍년로 9,,,,856,0.0,풍년마을(삼보),84.452,18.0,20231030,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202309,7,42000,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,16.0,20231130,중개거래,경기 김포시,,,발표전
풍무동,147,아파트,,,,202309,6,57000,2000.0,양도로 46,,,,147,0.0,양도마을(서해그랑블),196.7425,9.0,20231222,중개거래,경기 김포시,,,발표전
풍무동,147,아파트,,,,202309,14,40900,2000.0,양도로 46,,,,147,0.0,양도마을(서해그랑블),108.6002,12.0,20230925,중개거래,경기 김포시,,,발표전
사우동,1474,아파트,,,,202309,15,33500,2001.0,풍년로 53,,,,1474,0.0,풍년마을(건영),84.39,12.0,20231031,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202309,2,35500,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9366,6.0,20231115,중개거래,경기 김포시,,,발표전
장기동,2031,아파트,,,,202309,22,58500,2017.0,김포한강2로 41,,,,2031,0.0,e편한세상캐널시티,84.6387,25.0,20231110,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,5,67000,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,84.9706,20.0,20231030,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,16,59500,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,72.9206,20.0,20231127,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,20,67000,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,84.9553,14.0,20231229,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,23,64500,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,84.9782,24.0,20231129,중개거래,경기 김포시,,,발표전
사우동,1481,아파트,,,,202309,8,43500,2018.0,사우로 51,,,,1481,0.0,김포사우아이파크,59.98,2.0,20231030,중개거래,경기 김포시,,,발표전
사우동,1481,아파트,,,,202309,18,48000,2018.0,사우로 51,,,,1481,0.0,김포사우아이파크,59.98,22.0,20231205,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-1,아파트,,,,202309,23,60000,2020.0,상미로 38,,,,00A1,1.0,힐스테이트 리버시티 1단지,84.9181,16.0,20240131,중개거래,경기 김포시,,,발표전
사우동,1481,아파트,,,,202309,22,48000,2018.0,사우로 51,,,,1481,0.0,김포사우아이파크,84.92,3.0,20230926,중개거래,경기 김포시,,,발표전
사우동,1481,아파트,,,,202309,24,56000,2018.0,사우로 51,,,,1481,0.0,김포사우아이파크,84.92,16.0,20231229,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,23,61000,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,72.9206,22.0,20231106,중개거래,경기 김포시,,,발표전
풍무동,583-6,아파트,,,,202309,20,45500,1999.0,유현로 19,,,,583,6.0,유현마을(신동아),140.23,12.0,20231010,중개거래,경기 김포시,,,발표전
북변동,815,아파트,,,,202309,9,33200,2000.0,사우중로73번길 11,,,,815,0.0,풍년마을(청구),59.97,11.0,20231031,중개거래,경기 김포시,,,발표전
구래동,Jun.88,아파트,,,,202309,13,33800,2017.0,김포한강9로12번길 50,,,,6888,6.0,김포한강신도시모아엘가2차아파트,59.74,13.0,20231110,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202309,20,37000,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.992,9.0,20231120,중개거래,경기 김포시,,,발표전
사우동,1481,아파트,,,,202309,22,52800,2018.0,사우로 51,,,,1481,0.0,김포사우아이파크,75.81,22.0,20231122,중개거래,경기 김포시,,,발표전
사우동,911,아파트,,,,202309,2,32000,1998.0,사우로 12,,,,911,0.0,풍년마을(현대),59.995,11.0,20231025,중개거래,경기 김포시,,,발표전
장기동,Jan.65,아파트,,,,202309,9,56500,2011.0,김포한강2로 103,,,,2065,1.0,초당마을(우남퍼스트빌),101.98,7.0,20231103,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-1,아파트,,,,202309,17,54500,2020.0,상미로 38,,,,00A1,1.0,힐스테이트 리버시티 1단지,76.9904,10.0,20231016,중개거래,서울 강서구,,,발표전
장기동,1865-4,아파트,,,,202309,27,52700,2020.0,김포한강2로 361,,,,1865,4.0,호반베르디움더퍼스트,101.953,13.0,20231214,중개거래,경기 김포시,,,발표전
장기동,1865-4,아파트,,,,202309,7,53000,2020.0,김포한강2로 361,,,,1865,4.0,호반베르디움더퍼스트,101.953,7.0,20231227,중개거래,경기 김포시,,,발표전
장기동,1865-4,아파트,,,,202309,16,51500,2020.0,김포한강2로 361,,,,1865,4.0,호반베르디움더퍼스트,101.953,3.0,20231215,중개거래,경기 김포시,,,발표전
장기동,1865-4,아파트,,,,202309,27,52700,2020.0,김포한강2로 361,,,,1865,4.0,호반베르디움더퍼스트,101.953,16.0,20231013,중개거래,경기 김포시,,,발표전
풍무동,743,아파트,,,,202309,11,41500,2001.0,풍무로 35,,,,743,0.0,당곡마을(현대),134.4713,3.0,20231222,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,27,58000,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,84.9582,12.0,20231030,중개거래,경기 김포시,,,발표전
감정동,676,아파트,,,,202309,7,27800,1995.0,봉화로181번길 31-14,,,,676,0.0,한국,77.0,12.0,20231103,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,23,65000,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,99.7494,1.0,20231023,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,8,54500,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,80.8285,6.0,20231115,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,6,58750,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,84.9582,10.0,20231222,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,5,57000,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,84.9582,15.0,20231129,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,2,58600,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,84.9582,13.0,20231115,중개거래,경기 김포시,,,발표전
장기동,1865-4,아파트,,,,202309,9,51800,2020.0,김포한강2로 361,,,,1865,4.0,호반베르디움더퍼스트,101.953,5.0,20231123,중개거래,경기 김포시,,,발표전
장기동,4.Apr,아파트,,,,202309,18,45000,2011.0,김포한강2로 11,,,,2004,4.0,수정마을(쌍용예가),84.753,11.0,20231117,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1,아파트,,,,202309,19,61000,2020.0,태리로 236,,,,00A1,0.0,캐슬앤파밀리에시티 1단지,84.7724,16.0,20231117,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,2,67000,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,84.9706,20.0,20230921,직거래,-,,,발표전
감정동,676,아파트,,,,202309,6,28300,1995.0,봉화로181번길 31-14,,,,676,0.0,한국,84.62,3.0,20231027,중개거래,경기 김포시,,,발표전
마산동,672-3,아파트,,,,202309,15,47000,2018.0,김포한강8로 173-59,,,,672,3.0,e편한세상한강신도시2차,84.9791,15.0,20231206,중개거래,경기 김포시,,,발표전
사우동,857,아파트,,,,202309,18,26800,1998.0,풍년로 19,,,,857,0.0,풍년마을(흥화),59.94,2.0,20231016,중개거래,경기 김포시,,,발표전
풍무동,100,아파트,,,,202309,26,26800,1997.0,풍무로 113,,,,100,0.0,신안,59.88,6.0,20231115,중개거래,경기 김포시,,,발표전
풍무동,100,아파트,,,,202309,5,24400,1997.0,풍무로 113,,,,100,0.0,신안,59.88,8.0,20231030,중개거래,경기 김포시,,,발표전
풍무동,100,아파트,,,,202309,3,30000,1997.0,풍무로 113,,,,100,0.0,신안,84.85,18.0,20231026,중개거래,경기 김포시,,,발표전
사우동,385,아파트,,,,202309,15,32000,1996.0,풍무로 232,,,,385,0.0,길훈4차,84.87,17.0,20231020,중개거래,경기 김포시,,,발표전
북변동,815,아파트,,,,202309,5,27000,2000.0,사우중로73번길 11,,,,815,0.0,풍년마을(청구),59.97,11.0,20230925,직거래,-,,,발표전
마산동,672-3,아파트,,,,202309,5,41500,2018.0,김포한강8로 173-59,,,,672,3.0,e편한세상한강신도시2차,74.6714,11.0,20231020,중개거래,경기 김포시,,,발표전
고촌읍,1110,아파트,,,,202309,2,52000,2006.0,신곡로3번길 34-38,,,,1110,0.0,강변마을 동부센트레빌,84.9904,7.0,20231113,중개거래,경기 김포시,,,발표전
양촌읍,3019,아파트,,,,202309,12,26000,2010.0,황금로89번길 25,,,,3019,0.0,자연앤데시앙(금빛마을),84.813,11.0,20231013,중개거래,경기 김포시,,,발표전
양촌읍,3019,아파트,,,,202309,17,25500,2010.0,황금로89번길 25,,,,3019,0.0,자연앤데시앙(금빛마을),84.945,9.0,20231023,중개거래,경기 김포시,,,발표전
양촌읍,3019,아파트,,,,202309,21,24500,2010.0,황금로89번길 25,,,,3019,0.0,자연앤데시앙(금빛마을),84.945,8.0,20231019,중개거래,경기 김포시,,,발표전
양촌읍,3019,아파트,,,,202309,21,25500,2010.0,황금로89번길 25,,,,3019,0.0,자연앤데시앙(금빛마을),84.945,3.0,20230925,중개거래,경기 김포시,,,발표전
마산동,672-3,아파트,,,,202309,27,40800,2018.0,김포한강8로 173-59,,,,672,3.0,e편한세상한강신도시2차,74.6714,12.0,20231124,중개거래,경기 김포시,,,발표전
마산동,672-3,아파트,,,,202309,21,44500,2018.0,김포한강8로 173-59,,,,672,3.0,e편한세상한강신도시2차,84.9791,2.0,20231129,중개거래,경기 김포시,,,발표전
장기동,1869-5,아파트,,,,202309,24,40000,2014.0,김포한강2로 273,,,,1869,5.0,청송마을모아미래도엘가,84.9286,10.0,20231102,중개거래,경기 김포시,,,발표전
장기동,2031,아파트,,,,202309,23,60000,2017.0,김포한강2로 41,,,,2031,0.0,e편한세상캐널시티,84.5093,16.0,20231020,중개거래,경기 김포시,,,발표전
풍무동,BL 24--1,아파트,,,,202309,2,65000,2018.0,유현로 215,,,,24,1.0,풍무 센트럴 푸르지오,84.9553,21.0,20231204,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-2,아파트,,,,202309,16,54800,2020.0,상미1로 7,,,,00A1,2.0,힐스테이트 리버시티 2단지,76.9904,8.0, ,중개거래,경기 김포시,,,발표전
풍무동,740,아파트,,,,202309,21,28000,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),137.24,3.0,20231110,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202309,16,35500,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9366,16.0,20231106,중개거래,"경기 김포시, 서울 강서구",,,발표전
장기동,1885-6,아파트,,,,202309,16,35000,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9809,10.0,20231110,중개거래,경기 김포시,,,발표전
마산동,638-4,아파트,,,,202309,9,42900,2020.0,김포한강8로 173-88,,,,638,4.0,한강동일스위트TheParkView1단지,84.9584,22.0,20231027,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-1,아파트,,,,202309,16,54500,2020.0,상미로 38,,,,00A1,1.0,힐스테이트 리버시티 1단지,76.9904,15.0,20231122,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-2,아파트,,,,202309,23,59500,2020.0,상미1로 7,,,,00A1,2.0,힐스테이트 리버시티 2단지,84.9181,4.0,20231201,중개거래,"경기 김포시, 서울 강남구",,,발표전
마산동,672-1,아파트,,,,202309,11,43700,2020.0,김포한강8로 127,,,,672,1.0,한강동일스위트TheParkView2단지,84.991,11.0,20231115,중개거래,경기 김포시,,,발표전
마산동,616-3,아파트,,,,202309,14,37000,2017.0,김포한강8로 281,,,,616,3.0,한강신도시레이크에일린의뜰,84.9023,6.0,20231004,직거래,-,,,발표전
장기동,Jan.58,아파트,,,,202309,16,44700,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9935,4.0,20231122,중개거래,경기 김포시,,,발표전
마산동,640-5,아파트,,,,202309,4,37700,2017.0,김포한강8로 173-28,,,,640,5.0,한강신도시반도유보라3차,59.9982,4.0,20231229,중개거래,경기 김포시,,,발표전
북변동,806,아파트,,,,202309,7,39000,2000.0,김포대로926번길 46,,,,806,0.0,풍년마을(삼성),108.755,8.0,20240125,중개거래,경기 김포시,,,발표전
풍무동,740,아파트,,,,202309,16,9500,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),27.45,4.0,20231113,중개거래,경기 김포시,,,발표전
풍무동,740,아파트,,,,202309,16,9700,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),27.45,10.0,20231024,중개거래,경기 김포시,,,발표전
북변동,808,아파트,,,,202309,23,33000,1999.0,김포대로926번길 88-36,,,,808,0.0,풍년마을(대림),73.77,3.0,20231106,중개거래,경기 김포시,,,발표전
북변동,808,아파트,,,,202309,6,40800,1999.0,김포대로926번길 88-36,,,,808,0.0,풍년마을(대림),84.91,6.0,20231108,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202309,16,44800,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9973,5.0,20231121,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202309,21,38400,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,69.9058,25.0,20231208,중개거래,경기 김포시,,,발표전
통진읍,4**,단독다가구,12m미만,131.76,330.0,202309,19,35000,2014.0,서암로,,중개거래,경기 김포시,,,,,,,,,,,발표전
운양동,1***,단독다가구,12m미만,59.79,54.18,202309,15,50000,2021.0,모담공원로,,중개거래,서울 용산구,,,,,,,,,,,발표전
월곶면,1**,단독다가구,8m미만,198.62,395.0,202309,16,57000,2014.0,용강로103번길,,중개거래,경기 김포시,,,,,,,,,,,발표전
통진읍,3**,단독다가구,8m미만,105.42,294.0,202309,15,7000,1981.0,,,직거래,-,,,,,,,,,,,발표전
양촌읍,7**,단독다가구,8m미만,99.6,201.0,202309,2,51000,2020.0,봉수대로,,중개거래,경기 김포시,,,,,,,,,,,발표전
월곶면,8*,단독다가구,8m미만,76.36,797.0,202309,18,27000,2000.0,김포대로2970번길,,중개거래,경기 김포시,,,,,,,,,,,발표전
풍무동,740,아파트,,,,202309,9,10000,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),27.45,7.0,20231117,중개거래,경기 김포시,,,발표전
대곶면,3**,단독다가구,8m미만,189.96,337.0,202309,14,22500,1996.0,종생로20번길,,중개거래,서울 강남구,,,,,,,,,,,발표전
북변동,690,아파트,,,,202309,27,24000,1995.0,북변1로16번길 34,,,,690,0.0,산호,59.935,6.0,20230927,직거래,-,,,발표전
장기동,Jan.58,아파트,,,,202309,26,41000,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9973,1.0,20231208,중개거래,경기 김포시,,,발표전
장기동,1866-1,아파트,,,,202309,18,62000,2012.0,김포한강2로 362,,,,1866,1.0,청송마을중흥에스-클래스,107.5928,16.0,20231129,중개거래,"경기 김포시, 서울 양천구",,,발표전
장기동,1866-1,아파트,,,,202309,23,45700,2012.0,김포한강2로 362,,,,1866,1.0,청송마을중흥에스-클래스,107.5792,11.0,20231222,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202309,22,46900,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9935,5.0,20231115,중개거래,경기 김포시,,,발표전
감정동,674,아파트,,,,202309,19,28500,1995.0,봉화로167번길 35-18,,,,674,0.0,신화,84.75,9.0,20231121,중개거래,경기 김포시,,,발표전
양촌읍,2**,단독다가구,8m미만,97.47,303.0,202309,14,28000,1998.0,흥신로,,직거래,-,,,,,,,,,,,발표전
북변동,688,아파트,,,,202309,2,27500,1995.0,봉화로182번길 33,,,,688,0.0,대우,59.976,5.0,20230919,중개거래,경기 김포시,,,발표전
마산동,640-5,아파트,,,,202309,15,38000,2017.0,김포한강8로 173-28,,,,640,5.0,한강신도시반도유보라3차,59.9982,8.0,20231122,중개거래,경기 김포시,,,발표전
북변동,815,아파트,,,,202309,15,32000,2000.0,사우중로73번길 11,,,,815,0.0,풍년마을(청구),59.97,9.0,20231120,중개거래,경기 김포시,,,발표전
감정동,517-1,아파트,,,,202309,14,25500,1998.0,중봉로58번길 46,,,,517,1.0,쌍용,59.8,3.0,20231023,중개거래,경기 김포시,,,발표전
북변동,688,아파트,,,,202309,18,27250,1995.0,봉화로182번길 33,,,,688,0.0,대우,59.946,2.0,20231219,중개거래,경기 김포시,,,발표전
장기동,1866-1,아파트,,,,202309,12,45800,2012.0,김포한강2로 362,,,,1866,1.0,청송마을중흥에스-클래스,107.5928,20.0,20231017,중개거래,경기 김포시,,,발표전
마산동,640-5,아파트,,,,202309,22,43500,2017.0,김포한강8로 173-28,,,,640,5.0,한강신도시반도유보라3차,84.9911,12.0,20231027,중개거래,경기 김포시,,,발표전
북변동,904,아파트,,,,202309,13,37800,2009.0,봉화로 90-13,,,,904,0.0,동변마을(동양파라곤2차),117.1442,6.0,20231212,중개거래,경기 김포시,,,발표전
마산동,672-1,아파트,,,,202309,11,47000,2020.0,김포한강8로 127,,,,672,1.0,한강동일스위트TheParkView2단지,84.9584,14.0,20230922,중개거래,경기 김포시,,,발표전
장기동,1866-1,아파트,,,,202309,9,46800,2012.0,김포한강2로 362,,,,1866,1.0,청송마을중흥에스-클래스,107.5792,10.0, ,중개거래,경기 김포시,,,발표전
마산동,638-4,아파트,,,,202309,12,42000,2020.0,김포한강8로 173-88,,,,638,4.0,한강동일스위트TheParkView1단지,84.9584,2.0,20231024,중개거래,경기 김포시,,,발표전
감정동,685,아파트,,,,202309,25,26000,2001.0,감정로38번길 16,,,,685,0.0,푸른마을(신안),68.931,9.0,20231115,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-2,아파트,,,,202309,19,49000,2020.0,상미1로 7,,,,00A1,2.0,힐스테이트 리버시티 2단지,68.9987,13.0,20231113,중개거래,"경기 김포시, 인천 서구",,,발표전
사우동,238-5,아파트,,,,202309,9,13000,1986.0,봉화로51번길 81,,,,238,5.0,김포,38.61,4.0,20231129,중개거래,경기 김포시,,,발표전
구래동,Jun.88,아파트,,,,202309,20,36000,2017.0,김포한강9로12번길 50,,,,6888,6.0,김포한강신도시모아엘가2차아파트,59.74,20.0,20231114,중개거래,경기 김포시,,,발표전
구래동,Jun.88,아파트,,,,202309,27,33000,2017.0,김포한강9로12번길 50,,,,6888,6.0,김포한강신도시모아엘가2차아파트,59.97,1.0,20231116,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-2,아파트,,,,202309,17,58800,2020.0,상미1로 7,,,,00A1,2.0,힐스테이트 리버시티 2단지,76.9767,13.0,20231127,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202309,20,37500,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9695,21.0,20231103,중개거래,경기 김포시,,,발표전
고촌읍,BL-A1-2,아파트,,,,202309,11,64500,2020.0,상미1로 7,,,,00A1,2.0,힐스테이트 리버시티 2단지,84.9178,10.0,20240122,중개거래,경기 김포시,,,발표전
장기동,1866-1,아파트,,,,202309,7,46500,2012.0,김포한강2로 362,,,,1866,1.0,청송마을중흥에스-클래스,107.5928,23.0,20231031,중개거래,경기 김포시,,,발표전
구래동,Apr.88,아파트,,,,202309,26,37000,2015.0,김포한강8로 365,,,,6888,4.0,구래역화성파크드림,74.99,8.0,20231130,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202309,16,33700,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9366,18.0,20231103,중개거래,경기 김포시,,,발표전
북변동,815,아파트,,,,202309,19,31600,2000.0,사우중로73번길 11,,,,815,0.0,풍년마을(청구),59.97,8.0,20230919,직거래,-,,,발표전
북변동,815,아파트,,,,202309,26,31600,2000.0,사우중로73번길 11,,,,815,0.0,풍년마을(청구),59.97,8.0,20231211,중개거래,경기 김포시,,,발표전
고촌읍,539-1,아파트,,,,202309,2,34800,1991.0,장차로 25,,,,539,1.0,길훈1차,80.65,1.0,20231113,중개거래,경기 김포시,,,발표전
장기동,1868-2,아파트,,,,202309,11,48000,2012.0,김포한강2로 292,,,,1868,2.0,한강현대성우오스타,101.94,6.0,20231031,중개거래,경기 김포시,,,발표전
