시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일,거래구분,중개사사무소,본번,부번,단지명,전용면적(㎡),층,등기신청일자,거래유형,중개사소재지,건물명,대지권면적(㎡),발표
장기동,4.Apr,아파트,,,,202307,7,42000,2011.0,김포한강2로 11,,,,2004,4.0,수정마을(쌍용예가),84.561,9.0,20230717,직거래,-,,,발표전
구래동,6871-57,오피스텔,,,,202307,17,10000,2020.0,김포한강10로133번길 74,,,,6871,57.0,연세Y7 두애틱,20.82,8.0,,직거래,-,,,발표전
구래동,Apr.81,오피스텔,,,,202307,3,10500,2018.0,김포한강9로75번길 142,,,,6881,4.0,태림 더 끌리움 1차,26.94,10.0,,중개거래,경기 김포시,,,발표전
운양동,1296-2,오피스텔,,,,202307,4,8800,2017.0,김포한강11로 322,,,,1296,2.0,더파크뷰테라스,27.41,2.0,,중개거래,경기 김포시,,,발표전
구래동,Feb.95,아파트,,,,202307,17,34500,2017.0,김포한강8로 409,,,,6895,2.0,한강신도시3차푸르지오,59.495,15.0,20230831,중개거래,경기 김포시,,,발표전
대곶면,340-54,연립다세대,,,,202307,10,9050,2018.0,대명항로 324,,,,340,54.0,,42.55,5.0,,직거래,-,(340-54),35.46,발표전
통진읍,456-2,연립다세대,,,,202307,12,5000,2000.0,율마로 230-62,,,,456,2.0,,37.11,3.0,,직거래,-,미림빌라4동,64.56,발표전
대곶면,283-15,연립다세대,,,,202307,25,5350,2000.0,종생로59번길 13,,,,283,15.0,,35.3,2.0,,중개거래,경기 김포시,조양빌라5동,40.16,발표전
통진읍,721-12,연립다세대,,,,202307,26,11900,2003.0,조강로56번길 18,,,,721,12.0,,74.38,3.0,,중개거래,경기 김포시,세진맨션3차B동,37.25,발표전
대곶면,283-17,연립다세대,,,,202307,26,5000,2000.0,종생로59번길 9,,,,283,17.0,,35.3,2.0,,직거래,-,조양빌라3동,40.5,발표전
하성면,558-5,연립다세대,,,,202307,7,7000,1992.0,하성로447번길 50,,,,558,5.0,,49.56,3.0,,중개거래,경기 김포시,(558-5),99.17,발표전
양촌읍,210-7,연립다세대,,,,202307,14,7500,2002.0,서현로65번길 56-10,,,,210,7.0,,44.41,3.0,,중개거래,경기 김포시,"장미하이츠빌라101,102동",64.09,발표전
통진읍,777-8,연립다세대,,,,202307,17,12300,2009.0,조강로86번길 40-15,,,,777,8.0,,54.96,3.0,,중개거래,경기 김포시,삼성타운밸리104동,43.12,발표전
운양동,1288-1,연립다세대,,,,202307,18,81500,2017.0,김포한강11로438번길 123,,,,1288,1.0,,84.9896,4.0,,중개거래,경기 김포시,한신더휴테라스12(1201-1219동),108.53,발표전
고촌읍,540-11,연립다세대,,,,202307,12,27000,2017.0,고송로 18,,,,540,11.0,,58.6,4.0,,중개거래,경기 김포시,하누리퀸즈가동,55.52,발표전
통진읍,Feb.43,연립다세대,,,,202307,9,17200,2006.0,흥신로 291,,,,43,2.0,,83.76,3.0,,중개거래,경기 김포시,태일포로미101동-111동,114.25,발표전
운양동,1288-1,연립다세대,,,,202307,1,58000,2017.0,김포한강11로438번길 123,,,,1288,1.0,,84.9603,1.0,,중개거래,경기 김포시,한신더휴테라스12(1201-1219동),108.49,발표전
통진읍,765-4,연립다세대,,,,202307,7,12500,2000.0,흥신로254번길 40-34,,,,765,4.0,,116.41,3.0,,중개거래,경기 김포시,통진맨션6동,115.02,발표전
월곶면,144-5,연립다세대,,,,202307,31,18500,2022.0,김포대로2918번길 76,,,,144,5.0,,59.74,1.0,,직거래,-,미소빌(다동),79.88,발표전
통진읍,789-18,연립다세대,,,,202307,17,18500,2019.0,흥신로254번길 40-71,,,,789,18.0,,65.03,4.0,,직거래,-,로얄퀸즈2차201동202동,74.19,발표전
하성면,631-7,연립다세대,,,,202307,10,11880,2011.0,애기봉로806번길 68-34,,,,631,7.0,,69.09,4.0,,중개거래,경기 김포시,"아느칸빌(201,202동)",58.26,발표전
하성면,525,연립다세대,,,,202307,7,7000,1994.0,석평로15번길 49,,,,525,0.0,,53.58,2.0,,직거래,-,"에이동,비동",51.18,발표전
통진읍,456-3,연립다세대,,,,202307,3,6500,2000.0,율마로 230-62,,,,456,3.0,,37.11,2.0,,중개거래,경기 김포시,미림빌라3동,48.56,발표전
통진읍,456-1,연립다세대,,,,202307,6,5450,2000.0,율마로 230-62,,,,456,1.0,,37.11,1.0,,중개거래,경기 김포시,미림빌라1동,54.38,발표전
장기동,1761,연립다세대,,,,202307,25,41000,2017.0,김포한강3로237번길 117,,,,1761,0.0,,83.436,1.0,,중개거래,경기 김포시,테라하우스(101동-107동),112.74,발표전
월곶면,Jan.79,연립다세대,,,,202307,5,4500,2002.0,김포대학로 7-6,,,,79,1.0,,54.43,-1.0,,직거래,-,탐빌리지103,56.36,발표전
통진읍,755-6,연립다세대,,,,202307,12,13000,2018.0,흥신로254번길 40-9,,,,755,6.0,,51.11,2.0,,중개거래,경기 김포시,지음채105동,60.0,발표전
장기동,1761,연립다세대,,,,202307,15,41200,2017.0,김포한강3로237번길 117,,,,1761,0.0,,83.436,1.0,,중개거래,경기 김포시,테라하우스(101동-107동),112.74,발표전
장기동,1894-9,연립다세대,,,,202307,18,64500,2022.0,김포한강1로 129,,,,1894,9.0,,84.9725,1.0,,중개거래,경기 김포시,김포한강신도시범양레우스라세느101동-128동,152.41,발표전
고촌읍,1202,연립다세대,,,,202307,7,61000,2018.0,수기로 78,,,,1202,0.0,,84.9652,5.0,,중개거래,경기 김포시,고촌솔리힐더테라스101동-106동,83.87,발표전
구래동,6871-53,오피스텔,,,,202307,12,10000,2022.0,김포한강10로133번길 40,,,,6871,53.0,현대썬앤빌 더 킹,22.02,4.0,,직거래,-,,,발표전
운양동,1297-6,오피스텔,,,,202307,13,7900,2015.0, ,,,,1297,6.0,리앤포레,26.4,5.0,,중개거래,경기 김포시,,,발표전
운양동,1307-4,오피스텔,,,,202307,19,13200,2017.0, ,,,,1307,4.0,그랜드타워,36.57,4.0,,중개거래,경기 김포시,,,발표전
장기동,4.Apr,아파트,,,,202307,19,42000,2011.0,김포한강2로 11,,,,2004,4.0,수정마을(쌍용예가),84.561,2.0,20230915,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202307,8,39900,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,69.9058,5.0,20230829,중개거래,경기 김포시,,,발표전
장기동,4.Apr,아파트,,,,202307,24,41500,2011.0,김포한강2로 11,,,,2004,4.0,수정마을(쌍용예가),84.779,11.0,20231018,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,4,29900,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,75.3979,4.0,20230731,중개거래,경기 김포시,,,발표전
장기동,Feb.71,아파트,,,,202307,26,57900,2012.0,김포한강2로 69,,,,2071,2.0,초당마을래미안한강,101.03,3.0,20231103,중개거래,경기 김포시,,,발표전
장기동,1642,아파트,,,,202307,22,57000,2008.0,김포한강1로 9,,,,1642,0.0,고창마을(반도유보라),124.8674,10.0,20230821,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,29,48700,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9751,25.0,20230811,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,21,49500,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9751,13.0,20230828,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,18,51800,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9699,22.0,20230925,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,17,52500,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9607,16.0,20230810,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,12,48500,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9751,6.0,20230828,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,11,52500,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9607,23.0,20230915,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,2,52000,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9607,5.0,20230822,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,4,47900,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.9751,23.0,20230920,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,29,48700,2017.0,태장로 845,20230808.0,,,2193,0.0,한강센트럴자이1단지,84.9751,25.0, ,중개거래,경기 김포시,,,발표전
운양동,1306-2,아파트,,,,202307,24,52250,2016.0,모담공원로 17,,,,1306,2.0,한강신도시운양푸르지오,84.917,4.0,20230915,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202307,15,45900,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9973,17.0,20230821,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,14,37500,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,84.9967,14.0,20230720,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202307,29,39700,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,69.9058,7.0,20231108,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202307,17,35000,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.992,3.0,20230920,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202307,16,34500,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9366,20.0,20230918,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202307,5,35900,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.992,14.0,20231011,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202307,11,58000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),174.072,15.0,20231004,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202307,14,33000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),84.281,2.0,20230905,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202307,15,35000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),84.281,3.0,20230927,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202307,17,36000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),84.281,5.0,20231004,중개거래,경기 김포시,,,발표전
장기동,1342,아파트,,,,202307,22,57000,2001.0,청송로 20,,,,1342,0.0,청송마을(현대2),174.072,15.0,20231006,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202307,29,38700,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,69.9058,23.0,20231101,중개거래,경기 김포시,,,발표전
장기동,1312,아파트,,,,202307,8,51000,2001.0,청송로 19,,,,1312,0.0,청송마을(현대3),174.072,5.0,20230714,중개거래,경기 김포시,,,발표전
마산동,672-3,아파트,,,,202307,10,43410,2018.0,김포한강8로 173-59,,,,672,3.0,e편한세상한강신도시2차,84.9791,9.0,20230727,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,25,43000,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,70.8647,18.0,20230727,중개거래,경기 김포시,,,발표전
장기동,2193,아파트,,,,202307,30,49500,2017.0,태장로 845,,,,2193,0.0,한강센트럴자이1단지,84.7674,2.0,20231027,중개거래,경기 김포시,,,발표전
장기동,1885-6,아파트,,,,202307,29,36500,2012.0,김포한강2로 229,,,,1885,6.0,한강호반베르디움,59.9366,18.0,20231031,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,1,27000,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,59.9115,6.0,20230721,중개거래,경기 김포시,,,발표전
사우동,911,아파트,,,,202307,24,32000,1998.0,사우로 12,,,,911,0.0,풍년마을(현대),59.933,15.0,20230927,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,7,46000,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,18.0,20230920,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,4,26300,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,59.9747,7.0,20230711,중개거래,경기 김포시,,,발표전
운양동,1407-5,아파트,,,,202307,11,37000,2013.0,김포한강11로 179,,,,1407,5.0,한강신도시푸르지오,59.9478,20.0,20230925,중개거래,경기 김포시,,,발표전
운양동,1407-5,아파트,,,,202307,15,38900,2013.0,김포한강11로 179,,,,1407,5.0,한강신도시푸르지오,59.6563,7.0,20231013,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,15,32100,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,75.8883,5.0,20230821,중개거래,경기 김포시,,,발표전
장기동,2031,아파트,,,,202307,8,58000,2017.0,김포한강2로 41,,,,2031,0.0,e편한세상캐널시티,84.6387,7.0,20230717,중개거래,경기 김포시,,,발표전
장기동,1886-2,아파트,,,,202307,28,38400,2011.0,김포한강2로 208,,,,1886,2.0,고창마을(케이씨씨스위첸),59.959,12.0,20230918,중개거래,경기 김포시,,,발표전
장기동,2031,아파트,,,,202307,28,54500,2017.0,김포한강2로 41,,,,2031,0.0,e편한세상캐널시티,84.6387,3.0,20230811,중개거래,경기 김포시,,,발표전
장기동,1886-2,아파트,,,,202307,20,37300,2011.0,김포한강2로 208,,,,1886,2.0,고창마을(케이씨씨스위첸),59.806,13.0,20230831,중개거래,"경기 고양덕양구, 경기 김포시",,,발표전
장기동,1886-2,아파트,,,,202307,8,38700,2011.0,김포한강2로 208,,,,1886,2.0,고창마을(케이씨씨스위첸),59.806,8.0,20230911,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,11,27000,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,59.9747,12.0,20230804,중개거래,경기 김포시,,,발표전
풍무동,BL 25--1,아파트,,,,202307,3,50000,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,59.937,19.0,20230905,중개거래,경기 김포시,,,발표전
마산동,672-3,아파트,,,,202307,20,45000,2018.0,김포한강8로 173-59,,,,672,3.0,e편한세상한강신도시2차,84.9791,5.0,20230908,중개거래,경기 김포시,,,발표전
풍무동,764,아파트,,,,202307,10,45000,2010.0,풍무로96번길 42,,,,764,0.0,풍무자이1단지,84.7251,5.0,20230905,중개거래,경기 김포시,,,발표전
풍무동,764,아파트,,,,202307,8,51000,2010.0,풍무로96번길 42,,,,764,0.0,풍무자이1단지,106.4038,14.0,20231025,중개거래,경기 김포시,,,발표전
마산동,639-8,아파트,,,,202307,26,37000,2013.0,김포한강8로 173-58,,,,639,8.0,은여울마을경남아너스빌,84.8,8.0,20230915,중개거래,경기 김포시,,,발표전
마산동,636-1,아파트,,,,202307,24,35900,2013.0,김포한강7로22번길 22,,,,636,1.0,한강 힐스테이트,84.9238,16.0,20231010,중개거래,경기 김포시,,,발표전
풍무동,784,아파트,,,,202307,17,34900,2018.0,풍무로68번길 78,,,,784,0.0,풍무꿈에그린더포레듀5단지,59.929,18.0,20230817,중개거래,"경기 김포시, 서울 강서구",,,발표전
풍무동,784,아파트,,,,202307,11,35500,2018.0,풍무로68번길 78,,,,784,0.0,풍무꿈에그린더포레듀5단지,59.95,11.0,20230904,중개거래,"경기 김포시, 서울 영등포구",,,발표전
풍무동,BL 25--1,아파트,,,,202307,27,48500,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,59.937,23.0,20230808,중개거래,경기 김포시,,,발표전
풍무동,BL 25--1,아파트,,,,202307,22,54000,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,72.8531,27.0,20230829,중개거래,경기 김포시,,,발표전
마산동,638-4,아파트,,,,202307,10,42500,2020.0,김포한강8로 173-88,,,,638,4.0,한강동일스위트TheParkView1단지,84.9584,20.0,20230821,중개거래,경기 김포시,,,발표전
풍무동,BL 25--1,아파트,,,,202307,17,61500,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,84.9821,6.0,20231110,중개거래,"경기 김포시, 서울 양천구",,,발표전
풍무동,BL 25--1,아파트,,,,202307,14,59300,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,84.9931,24.0,20230811,중개거래,경기 김포시,,,발표전
풍무동,BL 25--1,아파트,,,,202307,8,54400,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,72.1871,14.0,20231030,중개거래,경기 김포시,,,발표전
마산동,638-4,아파트,,,,202307,12,41800,2020.0,김포한강8로 173-88,,,,638,4.0,한강동일스위트TheParkView1단지,84.9584,10.0,20230831,중개거래,경기 김포시,,,발표전
마산동,638-4,아파트,,,,202307,19,40000,2020.0,김포한강8로 173-88,,,,638,4.0,한강동일스위트TheParkView1단지,84.9584,17.0,20230830,중개거래,경기 고양일산서구,,,발표전
풍무동,BL 25--1,아파트,,,,202307,3,61500,2016.0,유현로 200,,,,25,1.0,풍무 푸르지오,84.9873,27.0,20230731,중개거래,경기 김포시,,,발표전
마산동,672-1,아파트,,,,202307,6,42300,2020.0,김포한강8로 127,,,,672,1.0,한강동일스위트TheParkView2단지,84.9584,15.0,20230831,중개거래,경기 김포시,,,발표전
사우동,911,아파트,,,,202307,1,30300,1998.0,사우로 12,,,,911,0.0,풍년마을(현대),59.933,3.0,20230830,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,1,30900,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,75.3979,9.0,20230714,중개거래,경기 김포시,,,발표전
구래동,Feb.95,아파트,,,,202307,17,31500,2017.0,김포한강8로 409,,,,6895,2.0,한강신도시3차푸르지오,59.6964,1.0,20230912,중개거래,경기 김포시,,,발표전
북변동,690,아파트,,,,202307,25,22000,1995.0,북변1로16번길 34,,,,690,0.0,산호,59.935,13.0,20231006,중개거래,경기 김포시,,,발표전
고촌읍,1256,아파트,,,,202307,11,65000,2008.0,수기로 67-53,,,,1256,0.0,수기마을힐스테이트2단지,101.97,15.0,20230711,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,22,37700,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,84.9985,11.0,20230918,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,1,45000,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.4267,30.0,20231004,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,8,40300,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,4.0,20231006,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,12,42700,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,19.0,20230908,중개거래,"경기 김포시, 경기 안산단원구",,,발표전
운양동,1300-3,아파트,,,,202307,12,41000,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,3.0,20230918,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,19,40800,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.4267,7.0,20231024,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,22,42700,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,11.0,20230821,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,25,42500,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.4267,14.0,20231115,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,25,41500,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.3317,15.0,20231006,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,25,40500,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.4267,6.0,20231031,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,28,43700,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.1119,12.0,20231024,중개거래,경기 김포시,,,발표전
운양동,1300-3,아파트,,,,202307,29,42400,2013.0,김포한강11로 276,,,,1300,3.0,김포한강신도시반도유보라2차,59.4267,19.0,20231218,중개거래,"경기 김포시, 서울 강서구",,,발표전
운양동,1304-1,아파트,,,,202307,8,47000,2018.0,김포한강11로255번길 15,,,,1304,1.0,김포한강이랜드타운힐스,72.919,3.0,20230926,중개거래,경기 김포시,,,발표전
운양동,1304-1,아파트,,,,202307,21,49800,2018.0,김포한강11로255번길 15,,,,1304,1.0,김포한강이랜드타운힐스,72.919,13.0,20230919,중개거래,"경기 김포시, 서울 성북구",,,발표전
풍무동,100,아파트,,,,202307,1,39000,1997.0,풍무로 113,,,,100,0.0,신안,129.31,10.0,20230804,중개거래,경기 김포시,,,발표전
풍무동,748,아파트,,,,202307,24,29600,2002.0,풍무로69번길 51,,,,748,0.0,당곡마을(월드메르디앙),80.1687,8.0,20230829,중개거래,경기 김포시,,,발표전
풍무동,598-8,아파트,,,,202307,1,30100,1998.0,풍무로 36,,,,598,8.0,당곡마을(범양),84.9925,7.0,20230825,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,20,26700,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,59.9747,9.0,20230808,중개거래,경기 김포시,,,발표전
운양동,1250-3,아파트,,,,202307,21,63000,2012.0,김포한강11로 287,,,,1250,3.0,한강신도시e편한세상,121.859,8.0,20230814,중개거래,경기 김포시,,,발표전
풍무동,748,아파트,,,,202307,15,32500,2002.0,풍무로69번길 51,,,,748,0.0,당곡마을(월드메르디앙),80.1687,12.0,20230822,중개거래,경기 김포시,,,발표전
풍무동,748,아파트,,,,202307,6,33000,2002.0,풍무로69번길 51,,,,748,0.0,당곡마을(월드메르디앙),94.4623,2.0,20230710,중개거래,경기 김포시,,,발표전
운양동,1436,아파트,,,,202307,1,44500,1999.0,전원로 27,,,,1436,0.0,전원마을(월드3차1단지),164.835,3.0,20230728,중개거래,경기 김포시,,,발표전
운양동,1436,아파트,,,,202307,12,30000,1999.0,전원로 27,,,,1436,0.0,전원마을(월드3차1단지),84.252,5.0,20230904,중개거래,경기 김포시,,,발표전
운양동,1435,아파트,,,,202307,10,43000,2000.0,전원로 44,,,,1435,0.0,전원마을(월드4차2단지),134.95,16.0,20230828,중개거래,경기 김포시,,,발표전
운양동,1435,아파트,,,,202307,17,40000,2000.0,전원로 44,,,,1435,0.0,전원마을(월드4차2단지),134.95,9.0,20231107,중개거래,경기 김포시,,,발표전
통진읍,536,아파트,,,,202307,18,27700,2023.0,마송공원길 35,,,,536,0.0,김포마송1차대방엘리움센트럴파크,59.9115,11.0,20230803,중개거래,경기 김포시,,,발표전
운양동,1439,아파트,,,,202307,5,35000,2000.0,전원로38번길 86,,,,1439,0.0,전원마을(월드5차3단지),84.98,14.0,20230731,중개거래,경기 김포시,,,발표전
사우동,911,아파트,,,,202307,4,31000,1998.0,사우로 12,,,,911,0.0,풍년마을(현대),59.933,15.0,20230922,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202307,30,44700,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9973,12.0,20231013,중개거래,경기 김포시,,,발표전
양촌읍,1551,아파트,,,,202307,16,35200,2020.0,양곡1로68번길 59,,,,1551,0.0,김포한강삼정그린코아더베스트,78.2398,7.0,20240126,중개거래,경기 김포시,,,발표전
풍무동,740,아파트,,,,202307,19,42000,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),189.22,12.0,20231031,중개거래,경기 김포시,,,발표전
양촌읍,1238,아파트,,,,202307,5,28200,2010.0,양곡3로 155,,,,1238,0.0,양곡 더숲,84.87,11.0,20230830,중개거래,경기 김포시,,,발표전
양촌읍,1238,아파트,,,,202307,25,26800,2010.0,양곡3로 155,,,,1238,0.0,양곡 더숲,84.21,8.0,20231006,중개거래,경기 김포시,,,발표전
풍무동,740,아파트,,,,202307,14,38000,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),189.22,13.0, ,직거래,-,,,발표전
풍무동,740,아파트,,,,202307,9,9550,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),27.45,6.0,20230831,중개거래,경기 김포시,,,발표전
풍무동,740,아파트,,,,202307,3,40000,2002.0,승가로 89,,,,740,0.0,장릉마을(삼성쉐르빌),189.22,6.0,20230921,직거래,-,,,발표전
풍무동,748,아파트,,,,202307,21,26500,2002.0,풍무로69번길 51,,,,748,0.0,당곡마을(월드메르디앙),55.7447,3.0,20231016,중개거래,경기 김포시,,,발표전
풍무동,759,아파트,,,,202307,31,40300,2003.0,유현로 51,,,,759,0.0,유현마을(현대프라임빌),134.52,5.0,20231017,중개거래,경기 김포시,,,발표전
풍무동,583-6,아파트,,,,202307,25,34700,1999.0,유현로 19,,,,583,6.0,유현마을(신동아),84.91,14.0,20230911,중개거래,"경기 김포시, 인천 서구",,,발표전
풍무동,583-6,아파트,,,,202307,3,45000,1999.0,유현로 19,,,,583,6.0,유현마을(신동아),140.23,13.0,20230724,중개거래,경기 김포시,,,발표전
양촌읍,3019,아파트,,,,202307,11,28000,2010.0,황금로89번길 25,,,,3019,0.0,자연앤데시앙(금빛마을),84.945,2.0,20230904,중개거래,경기 김포시,,,발표전
양촌읍,3019,아파트,,,,202307,25,25500,2010.0,황금로89번길 25,20231110.0,,,3019,0.0,자연앤데시앙(금빛마을),84.607,3.0, ,중개거래,경기 김포시,,,발표전
풍무동,100,아파트,,,,202307,23,24300,1997.0,풍무로 113,,,,100,0.0,신안,59.88,18.0,20231013,중개거래,경기 김포시,,,발표전
풍무동,100,아파트,,,,202307,8,32000,1997.0,풍무로 113,20230912.0,,,100,0.0,신안,84.85,4.0, ,중개거래,경기 김포시,,,발표전
풍무동,100,아파트,,,,202307,8,32000,1997.0,풍무로 113,,,,100,0.0,신안,84.85,4.0,20230913,중개거래,경기 김포시,,,발표전
풍무동,748,아파트,,,,202307,24,32500,2002.0,풍무로69번길 51,,,,748,0.0,당곡마을(월드메르디앙),79.9966,11.0,20230915,중개거래,경기 김포시,,,발표전
운양동,1304-1,아파트,,,,202307,25,49800,2018.0,김포한강11로255번길 15,,,,1304,1.0,김포한강이랜드타운힐스,72.919,10.0,20230919,중개거래,경기 김포시,,,발표전
풍무동,449-2,아파트,,,,202307,4,42000,1997.0,풍무로96번길 8,,,,449,2.0,삼용,126.69,11.0,20231004,중개거래,경기 김포시,,,발표전
운양동,1304-1,아파트,,,,202307,23,48000,2018.0,김포한강11로255번길 15,,,,1304,1.0,김포한강이랜드타운힐스,72.919,9.0,20230920,중개거래,경기 김포시,,,발표전
장기동,1869-5,아파트,,,,202307,29,42800,2014.0,김포한강2로 273,,,,1869,5.0,청송마을모아미래도엘가,84.536,19.0,20231006,중개거래,경기 김포시,,,발표전
고촌읍,1248,아파트,,,,202307,4,80000,2008.0,수기로 39-13,,,,1248,0.0,수기마을힐스테이트3단지,156.91,2.0,20230717,중개거래,경기 김포시,,,발표전
장기동,Jan.58,아파트,,,,202307,30,44000,2012.0,김포한강2로 113,,,,2058,1.0,한강신도시초당마을중흥에스-클래스리버티,84.9973,6.0,20230918,중개거래,경기 김포시,,,발표전
