시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원),주택유형,메가서울,건물명
경기도 김포시 마산동,637-3,637,3,한강센트럴블루힐,월세,84.86,202308,30,"12,631",21,21,2017.0,김포한강8로 15,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,637-3,637,3,한강센트럴블루힐,월세,74.95,202308,31,"11,212",21,4,2017.0,김포한강8로 15,202311~202510,갱신,-,"6,500",41.0,아파트,발표전,
경기도 김포시 마산동,637-3,637,3,한강센트럴블루힐,월세,84.86,202308,31,"12,631",21,11,2017.0,김포한강8로 15,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,5,"25,000",0,16,2017.0,김포한강8로 281,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,84.9023,202308,5,"27,500",0,9,2017.0,김포한강8로 281,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,10,"24,000",0,3,2017.0,김포한강8로 281,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,월세,84.9023,202308,11,"3,000",105,3,2017.0,김포한강8로 281,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,월세,84.8915,202308,12,"4,000",100,6,2017.0,김포한강8로 281,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,16,"25,000",0,17,2017.0,김포한강8로 281,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,16,"25,000",0,17,2017.0,김포한강8로 281,-,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,16,"31,000",0,17,2017.0,김포한강8로 281,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,84.8915,202308,18,"23,500",0,11,2017.0,김포한강8로 281,-,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,84.8915,202308,18,"23,500",0,11,2017.0,김포한강8로 281,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,19,"24,300",0,13,2017.0,김포한강8로 281,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,전세,73.4149,202308,19,"24,300",0,13,2017.0,김포한강8로 281,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,월세,84.8915,202308,29,"13,000",55,5,2017.0,김포한강8로 281,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,616-3,616,3,한강신도시레이크에일린의뜰,월세,84.8915,202308,29,"13,000",55,5,2017.0,김포한강8로 281,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,84.9855,202308,7,"28,000",0,3,2017.0,김포한강8로 173-28,202308~202402,갱신,-,"33,000",0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9982,202308,8,"24,000",0,12,2017.0,김포한강8로 173-28,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,월세,84.9855,202308,16,"2,000",140,5,2017.0,김포한강8로 173-28,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,84.9911,202308,16,"26,000",0,8,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,84.9911,202308,16,"26,000",0,8,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9982,202308,17,"23,500",0,11,2017.0,김포한강8로 173-28,202309~202509,갱신,사용,"32,500",0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,월세,59.9836,202308,18,"2,000",100,10,2017.0,김포한강8로 173-28,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9836,202308,19,"25,000",0,2,2017.0,김포한강8로 173-28,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,월세,59.9982,202308,20,"1,990",88,9,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,월세,84.9855,202308,21,"1,500",100,2,2017.0,김포한강8로 173-28,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9836,202308,26,"20,000",0,11,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9982,202308,26,"25,000",0,11,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,84.9911,202308,26,"30,000",0,2,2017.0,김포한강8로 173-28,202309~202509,갱신,-,"28,600",0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,월세,84.9911,202308,26,"5,500",110,1,2017.0,김포한강8로 173-28,202311~202511,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,84.9911,202308,26,"27,000",0,3,2017.0,김포한강8로 173-28,202308~202508,갱신,-,"32,000",0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,84.9911,202308,26,"24,000",0,7,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9982,202308,30,"21,000",0,1,2017.0,김포한강8로 173-28,-,-,-,,,아파트,발표전,
경기도 김포시 마산동,640-5,640,5,한강신도시반도유보라3차,전세,59.9836,202308,31,"24,000",0,8,2017.0,김포한강8로 173-28,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,52.44,202308,4,"13,500",0,11,1995.0,봉화로182번길 33,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,59.976,202308,6,"24,000",0,1,1995.0,봉화로182번길 33,202310~202509,갱신,-,"24,000",0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,월세,59.976,202308,9,"2,000",70,6,1995.0,봉화로182번길 33,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,52.44,202308,12,"13,500",0,8,1995.0,봉화로182번길 33,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,59.946,202308,14,"23,000",0,12,1995.0,봉화로182번길 33,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,52.44,202308,17,"13,000",0,2,1995.0,봉화로182번길 33,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,59.946,202308,19,"20,000",0,10,1995.0,봉화로182번길 33,202310~202510,갱신,사용,"25,000",0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,59.946,202308,22,"20,000",0,6,1995.0,봉화로182번길 33,-,-,-,,,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,52.44,202308,22,"17,000",0,5,1995.0,봉화로182번길 33,202308~202508,갱신,사용,"22,000",0.0,아파트,발표전,
경기도 김포시 북변동,688,688,0,대우,전세,59.946,202308,22,"20,000",0,6,1995.0,봉화로182번길 33,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.61,202308,4,"2,000",80,7,1995.0,북변1로16번길 34,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.935,202308,5,"1,000",70,9,1995.0,북변1로16번길 34,202308~202408,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.61,202308,5,"2,000",60,3,1995.0,북변1로16번길 34,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.935,202308,10,"1,500",80,4,1995.0,북변1로16번길 34,202308~202406,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.935,202308,11,"2,000",65,7,1995.0,북변1로16번길 34,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.935,202308,12,"10,000",30,8,1995.0,북변1로16번길 34,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.61,202308,14,"2,000",67,13,1995.0,북변1로16번길 34,202311~202511,갱신,-,"2,000",60.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.935,202308,16,"3,000",60,7,1995.0,북변1로16번길 34,202309~202603,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,전세,59.46,202308,17,"13,000",0,13,1995.0,북변1로16번길 34,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,전세,59.61,202308,19,"18,000",0,9,1995.0,북변1로16번길 34,202308~202511,갱신,사용,"22,000",0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,전세,59.61,202308,24,"18,000",0,5,1995.0,북변1로16번길 34,202310~202510,갱신,사용,"24,000",0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,전세,59.46,202308,26,"16,000",0,11,1995.0,북변1로16번길 34,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,전세,59.935,202308,28,"14,000",0,2,1995.0,북변1로16번길 34,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,690,690,0,산호,월세,59.61,202308,29,"10,000",25,6,1995.0,북변1로16번길 34,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,808,808,0,풍년마을(대림),전세,84.91,202308,12,"27,000",0,7,1999.0,김포대로926번길 88-36,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,808,808,0,풍년마을(대림),전세,84.91,202308,12,"27,000",0,7,1999.0,김포대로926번길 88-36,-,-,-,,,아파트,발표전,
경기도 김포시 북변동,816,816,0,풍년마을(동남),전세,84.9441,202308,9,"24,000",0,2,1999.0,사우중로73번길 39,-,-,-,,,아파트,발표전,
경기도 김포시 북변동,816,816,0,풍년마을(동남),전세,84.9441,202308,9,"24,000",0,2,1999.0,사우중로73번길 39,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,816,816,0,풍년마을(동남),월세,84.9441,202308,16,"3,500",90,5,1999.0,사우중로73번길 39,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,806,806,0,풍년마을(삼성),전세,149.22,202308,9,"30,000",0,14,2000.0,김포대로926번길 46,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,806,806,0,풍년마을(삼성),전세,149.22,202308,19,"30,000",0,15,2000.0,김포대로926번길 46,-,-,-,,,아파트,발표전,
경기도 김포시 북변동,806,806,0,풍년마을(삼성),전세,149.22,202308,19,"30,000",0,15,2000.0,김포대로926번길 46,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,802,802,0,풍년마을(신안),전세,84.74,202308,4,"24,000",0,9,1999.0,김포대로926번길 15,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,802,802,0,풍년마을(신안),전세,84.74,202308,26,"22,000",0,11,1999.0,김포대로926번길 15,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,802,802,0,풍년마을(신안),전세,84.74,202308,28,"22,000",0,20,1999.0,김포대로926번길 15,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,812,812,0,풍년마을(신일),전세,100.517,202308,15,"28,000",0,17,1999.0,김포대로926번길 88-27,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,812,812,0,풍년마을(신일),전세,126.015,202308,18,"33,000",0,13,1999.0,김포대로926번길 88-27,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,812,812,0,풍년마을(신일),월세,100.517,202308,28,"20,000",50,18,1999.0,김포대로926번길 88-27,202310~202510,갱신,사용,"20,000",60.0,아파트,발표전,
경기도 김포시 북변동,832,832,0,풍년마을(영풍),전세,134.56,202308,11,"45,000",0,18,1999.0,김포대로926번길 137,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,832,832,0,풍년마을(영풍),전세,134.56,202308,11,"45,000",0,18,1999.0,김포대로926번길 137,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,815,815,0,풍년마을(청구),월세,59.97,202308,19,"2,000",80,4,2000.0,사우중로73번길 11,202308~202508,갱신,-,"3,000",50.0,아파트,발표전,
경기도 김포시 북변동,815,815,0,풍년마을(청구),월세,59.99,202308,26,"2,000",80,15,2000.0,사우중로73번길 11,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,815,815,0,풍년마을(청구),전세,59.99,202308,30,"20,000",0,7,2000.0,사우중로73번길 11,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,815,815,0,풍년마을(청구),월세,59.99,202308,31,"2,000",90,2,2000.0,사우중로73번길 11,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,815,815,0,풍년마을(한라),전세,59.97,202308,6,"21,000",0,11,1998.0,사우중로73번길 11,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 북변동,815,815,0,풍년마을(한라),월세,59.97,202308,16,"2,000",90,7,1998.0,사우중로73번길 11,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,385,385,0,길훈4차,전세,59.28,202308,12,"17,000",0,3,1996.0,풍무로 232,202308~202408,갱신,-,"22,000",0.0,아파트,발표전,
경기도 김포시 사우동,385,385,0,길훈4차,전세,59.28,202308,21,"17,000",0,5,1996.0,풍무로 232,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,385,385,0,길훈4차,월세,59.28,202308,26,"4,500",35,3,1996.0,풍무로 232,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,385,385,0,길훈4차,전세,59.28,202308,28,"19,000",0,7,1996.0,풍무로 232,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,238-5,238,5,김포,전세,38.61,202308,19,"8,500",0,4,1986.0,사우중로3번길 35,202308~202508,갱신,-,"8,500",0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,84.92,202308,5,"33,000",0,13,2018.0,사우로 51,202308~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,84.92,202308,5,"33,600",0,22,2018.0,사우로 51,202308~202508,갱신,사용,"32,000",0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,103.95,202308,9,"43,000",0,9,2018.0,사우로 51,202311~202511,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,84.92,202308,16,"38,000",0,22,2018.0,사우로 51,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,월세,84.92,202308,23,"5,000",100,22,2018.0,사우로 51,-,갱신,-,"5,000",95.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,월세,75.84,202308,23,"4,000",130,17,2018.0,사우로 51,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,75.81,202308,25,"36,000",0,7,2018.0,사우로 51,-,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,103.95,202308,25,"45,000",0,14,2018.0,사우로 51,202311~202511,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,전세,59.98,202308,28,"30,000",0,20,2018.0,사우로 51,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1481,1481,0,김포사우아이파크,월세,103.95,202308,29,"10,000",150,19,2018.0,사우로 51,202311~202511,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1479,1479,0,다솜마을(한신휴플러스),전세,59.9731,202308,18,"20,000",0,3,2006.0,돌문로15번길 45,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,1479,1479,0,다솜마을(한신휴플러스),전세,59.9731,202308,18,"20,000",0,3,2006.0,돌문로15번길 45,-,-,-,,,아파트,발표전,
경기도 김포시 사우동,258-3,258,3,백암주택,월세,66.17,202308,7,"1,000",40,4,1994.0,사우중로3번길 13-20,-,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,238-23,238,23,보인그린맨션,전세,70.11,202308,20,"8,000",0,5,1993.0,봉화로21번길 36,-,-,-,,,아파트,발표전,
경기도 김포시 사우동,1474,1474,0,풍년마을(건영),월세,84.39,202308,8,"15,000",20,4,2001.0,풍년로 53,202309~202509,갱신,-,"10,000",27.0,아파트,발표전,
경기도 김포시 사우동,1474,1474,0,풍년마을(건영),전세,84.39,202308,22,"19,000",0,12,2001.0,풍년로 53,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,856,856,0,풍년마을(삼보),전세,84.452,202308,16,"25,000",0,6,1998.0,풍년로 9,202311~202511,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,856,856,0,풍년마을(삼보),월세,84.452,202308,18,"15,000",45,1,1998.0,풍년로 9,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,857,857,0,풍년마을(진흥),전세,59.94,202308,7,"17,000",0,4,1998.0,풍년로 19,-,-,-,,,아파트,발표전,
경기도 김포시 사우동,857,857,0,풍년마을(진흥),전세,59.94,202308,19,"20,000",0,1,1998.0,풍년로 19,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),전세,59.977,202308,1,"24,500",0,8,1998.0,사우로 12,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),월세,59.995,202308,5,"2,000",60,11,1998.0,사우로 12,202308~202512,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),월세,59.995,202308,12,"10,000",35,7,1998.0,사우로 12,202308~202412,갱신,사용,"20,000",0.0,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),월세,59.977,202308,17,"2,000",90,14,1998.0,사우로 12,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),전세,59.995,202308,23,"21,000",0,15,1998.0,사우로 12,202308~202508,갱신,-,"29,000",0.0,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),전세,59.933,202308,26,"20,000",0,6,1998.0,사우로 12,-,-,-,,,아파트,발표전,
경기도 김포시 사우동,911,911,0,풍년마을(현대),전세,59.933,202308,26,"20,000",0,6,1998.0,사우로 12,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 사우동,857,857,0,풍년마을(흥화),전세,59.94,202308,3,"21,000",0,12,1998.0,풍년로 19,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1276,1276,0,김포양곡엘에이치1단지아파트,월세,44.08,202308,16,"6,300",8,12,2022.0,양곡2로80번길 61,-,갱신,-,"4,200",18.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1276,1276,0,김포양곡엘에이치1단지아파트,월세,44.08,202308,31,700,25,17,2022.0,양곡2로80번길 61,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1276,1276,0,김포양곡엘에이치1단지아파트,월세,44.08,202308,31,"4,200",18,15,2022.0,양곡2로80번길 61,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1278,1278,0,김포양곡엘에이치2단지아파트,월세,44.11,202308,3,"6,120",9,5,2023.0,양곡2로80번길 33,-,갱신,-,"4,320",18.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1278,1278,0,김포양곡엘에이치2단지아파트,월세,24.31,202308,14,"1,802",8,6,2023.0,양곡2로80번길 33,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1278,1278,0,김포양곡엘에이치2단지아파트,월세,24.31,202308,21,408,11,2,2023.0,양곡2로80번길 33,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1278,1278,0,김포양곡엘에이치2단지아파트,월세,44.11,202308,31,"5,120",14,13,2023.0,양곡2로80번길 33,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1316,1316,0,김포한강 신원 아침도시 고다니,월세,84.92,202308,8,"2,000",100,15,2010.0,양곡2로30번길 77,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1551,1551,0,김포한강삼정그린코아더베스트,전세,78.2398,202308,2,"21,000",0,14,2020.0,양곡1로68번길 59,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1551,1551,0,김포한강삼정그린코아더베스트,전세,52.2574,202308,10,"19,000",0,18,2020.0,양곡1로68번길 59,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1551,1551,0,김포한강삼정그린코아더베스트,전세,52.2574,202308,10,"19,000",0,18,2020.0,양곡1로68번길 59,202309~202508,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1551,1551,0,김포한강삼정그린코아더베스트,전세,52.2574,202308,10,"19,000",0,18,2020.0,양곡1로68번길 59,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1551,1551,0,김포한강삼정그린코아더베스트,월세,78.2398,202308,15,"3,000",100,11,2020.0,양곡1로68번길 59,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1238,1238,0,양곡 더숲,전세,84.87,202308,15,"18,000",0,9,2010.0,양곡3로 155,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1238,1238,0,양곡 더숲,전세,84.97,202308,25,"18,900",0,2,2010.0,양곡3로 155,202309~202509,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1238,1238,0,양곡 더숲,전세,84.97,202308,26,"21,000",0,17,2010.0,양곡3로 155,202309~202409,갱신,사용,"24,000",0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,51.93,202308,1,"3,461",23,10,2010.0,양곡1로 80,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,59.89,202308,10,"4,492",33,15,2010.0,양곡1로 80,-,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,51.93,202308,14,"5,856",12,12,2010.0,양곡1로 80,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,59.89,202308,29,"4,492",33,13,2010.0,양곡1로 80,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,59.89,202308,29,"4,492",33,11,2010.0,양곡1로 80,202308~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,59.89,202308,31,"4,492",33,4,2010.0,양곡1로 80,-,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1547,1547,0,양곡2휴먼시아1단지,월세,51.93,202308,31,"3,521",24,10,2010.0,양곡1로 80,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1249,1249,0,양곡휴먼시아1단지(곡촌마을),월세,46.97,202308,3,"2,470",19,5,2010.0,양곡3로 101,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1249,1249,0,양곡휴먼시아1단지(곡촌마을),월세,55.6,202308,14,"3,740",25,6,2010.0,양곡3로 101,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1318,1318,0,양곡휴먼시아8단지(고다니마을),월세,36.68,202308,9,466,15,13,2010.0,양곡로467번길 52,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1318,1318,0,양곡휴먼시아8단지(고다니마을),월세,36.97,202308,10,"1,566",12,2,2010.0,양곡로467번길 52,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1318,1318,0,양곡휴먼시아8단지(고다니마을),월세,36.68,202308,29,"1,566",12,2,2010.0,양곡로467번길 52,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1332,1332,0,양곡휴먼시아9단지(고다니마을),월세,46.9,202308,8,"2,720",20,5,2010.0,김포한강5로 386,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1230,1230,0,양지마을,월세,36.3,202308,7,"1,566",8,6,2003.0,양곡1로 77,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1230,1230,0,양지마을,월세,36.3,202308,28,"1,566",8,4,2003.0,양곡1로 77,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1230,1230,0,양지마을,월세,36.3,202308,30,"1,566",8,9,2003.0,양곡1로 77,-,-,-,,,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1268,1268,0,한강금호어울림1단지,월세,84.8209,202308,7,"3,000",90,14,2020.0,양곡로449번길 15,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1268,1268,0,한강금호어울림1단지,전세,84.8209,202308,18,"23,000",0,20,2020.0,양곡로449번길 15,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1268,1268,0,한강금호어울림1단지,전세,84.8209,202308,19,"22,000",0,3,2020.0,양곡로449번길 15,202309~202509,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1268,1268,0,한강금호어울림1단지,월세,77.5745,202308,29,"3,000",90,12,2020.0,양곡로449번길 15,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1241,1241,0,한강금호어울림2단지,월세,84.994,202308,5,"2,000",105,19,2020.0,양곡4로197번길 12,202310~202510,신규,-,0,0.0,아파트,발표전,
경기도 김포시 양촌읍 양곡리,1241,1241,0,한강금호어울림2단지,전세,84.994,202308,7,"23,000",0,17,2020.0,양곡4로197번길 12,202309~202509,신규,-,0,0.0,아파트,발표전,
