시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원),주택유형,메가서울,건물명
경기도 김포시 풍무동,759,759,0,유현마을(현대프라임빌),월세,134.52,202311,26,"7,000",95,19,2003.0,유현로 51,202311~202511,갱신,-,"4,000",85.0,아파트,발표후,
경기도 김포시 풍무동,740,740,0,장릉마을(삼성쉐르빌),월세,27.45,202311,9,500,45,9,2002.0,승가로 89,202312~202512,갱신,-,500,40.0,아파트,발표후,
경기도 김포시 풍무동,740,740,0,장릉마을(삼성쉐르빌),전세,137.24,202311,11,"15,000",0,3,2002.0,승가로 89,202311~202511,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,740,740,0,장릉마을(삼성쉐르빌),전세,27.45,202311,11,"7,500",0,4,2002.0,승가로 89,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,740,740,0,장릉마을(삼성쉐르빌),전세,27.45,202311,30,"7,000",0,1,2002.0,승가로 89,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,72.0573,202311,3,"5,000",130,18,2018.0,유현로 215,202311~202511,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,72.9206,202311,6,"39,000",0,23,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,72.9206,202311,7,"38,000",0,6,2018.0,유현로 215,202311~202511,갱신,사용,"46,000",0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,84.9806,202311,8,"10,000",110,6,2018.0,유현로 215,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9806,202311,11,"45,500",0,25,2018.0,유현로 215,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9806,202311,11,"43,000",0,28,2018.0,유현로 215,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9806,202311,11,"43,000",0,28,2018.0,유현로 215,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,84.9706,202311,11,"10,000",150,19,2018.0,유현로 215,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,84.9553,202311,12,"5,000",140,13,2018.0,유현로 215,202311~202511,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,59.9487,202311,13,"35,000",0,9,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9553,202311,16,"34,000",0,10,2018.0,유현로 215,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9553,202311,16,"34,000",0,10,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,84.9806,202311,16,"4,000",150,5,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,59.9669,202311,17,"39,000",0,10,2018.0,유현로 215,202311~202511,갱신,사용,"44,000",0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,72.0573,202311,18,"38,000",0,3,2018.0,유현로 215,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,72.0573,202311,18,"38,000",0,3,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,72.0573,202311,20,"34,600",0,25,2018.0,유현로 215,202311~202511,갱신,-,"34,600",0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,72.0573,202311,21,"5,000",135,3,2018.0,유현로 215,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,84.9706,202311,23,"5,000",120,7,2018.0,유현로 215,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9706,202311,25,"39,000",0,12,2018.0,유현로 215,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9706,202311,25,"39,000",0,12,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9706,202311,25,"39,000",0,12,2018.0,유현로 215,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9553,202311,25,"39,000",0,19,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9553,202311,25,"39,000",0,19,2018.0,유현로 215,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9553,202311,28,"38,000",0,21,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9553,202311,29,"37,000",0,3,2018.0,유현로 215,202402~202602,갱신,사용,"45,000",0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,전세,84.9782,202311,29,"38,000",0,22,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 24--1,24,1,풍무 센트럴 푸르지오,월세,72.0573,202311,29,"4,000",130,17,2018.0,유현로 215,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9914,202311,4,"36,000",0,21,2016.0,유현로 200,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,4,"38,000",0,8,2016.0,유현로 200,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9931,202311,4,"38,000",0,29,2016.0,유현로 200,202311~202511,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9821,202311,8,"36,000",0,1,2016.0,유현로 200,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,13,"38,000",0,24,2016.0,유현로 200,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,14,"28,000",0,24,2016.0,유현로 200,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,14,"28,000",0,24,2016.0,유현로 200,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,월세,84.9975,202311,15,"5,000",140,20,2016.0,유현로 200,202312~202412,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,15,"40,000",0,7,2016.0,유현로 200,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.927,202311,15,"38,000",0,28,2016.0,유현로 200,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,16,"38,000",0,26,2016.0,유현로 200,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.927,202311,18,"35,000",0,2,2016.0,유현로 200,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9873,202311,18,"35,000",0,4,2016.0,유현로 200,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,월세,84.9975,202311,18,"4,000",140,30,2016.0,유현로 200,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9914,202311,19,"37,000",0,6,2016.0,유현로 200,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,23,"37,000",0,5,2016.0,유현로 200,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,84.9975,202311,23,"37,000",0,5,2016.0,유현로 200,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,월세,59.9928,202311,24,"3,000",110,13,2016.0,유현로 200,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,59.9928,202311,26,"24,255",0,14,2016.0,유현로 200,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,BL 25--1,25,1,풍무 푸르지오,전세,72.1871,202311,28,"37,000",0,8,2016.0,유현로 200,202312~202512,갱신,-,"43,000",0.0,아파트,발표후,
경기도 김포시 풍무동,764,764,0,풍무자이1단지,전세,84.7251,202311,22,"30,000",0,15,2010.0,풍무로96번길 42,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,766,766,0,풍무자이2단지,전세,84.7251,202311,2,"25,000",0,3,2010.0,풍무로96번길 100,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,84.979,202311,10,"30,000",0,10,2014.0,풍무로68번길 39,202311~202511,갱신,사용,"40,000",0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,84.987,202311,10,"31,000",0,10,2014.0,풍무로68번길 39,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,117.572,202311,16,"55,000",0,6,2014.0,풍무로68번길 39,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,101.602,202311,19,"35,000",0,5,2014.0,풍무로68번길 39,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,101.602,202311,19,"35,000",0,5,2014.0,풍무로68번길 39,-,-,-,,,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,101.602,202311,19,"35,000",0,5,2014.0,풍무로68번길 39,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,84.979,202311,25,"32,000",0,10,2014.0,풍무로68번길 39,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,770,770,0,한화유로메트로1차,전세,117.572,202311,25,"45,000",0,4,2014.0,풍무로68번길 39,202312~202512,갱신,사용,"55,000",0.0,아파트,발표후,
경기도 김포시 풍무동,775,775,0,한화유로메트로2차,전세,117.572,202311,5,"44,000",0,2,2014.0,풍무로68번길 41,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,775,775,0,한화유로메트로2차,월세,84.987,202311,8,"4,000",120,5,2014.0,풍무로68번길 41,202312~202511,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,775,775,0,한화유로메트로2차,전세,84.987,202311,10,"31,000",0,19,2014.0,풍무로68번길 41,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 풍무동,775,775,0,한화유로메트로2차,전세,101.686,202311,22,"35,000",0,11,2014.0,풍무로68번길 41,202403~202603,-,-,,,아파트,발표후,
경기도 김포시 풍무동,775,775,0,한화유로메트로2차,전세,101.686,202311,22,"35,000",0,11,2014.0,풍무로68번길 41,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,월세,59.9919,202312,2,"2,000",80,9,2021.0,감정로 87,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,전세,59.9919,202312,7,"20,000",0,9,2021.0,감정로 87,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,월세,59.9941,202312,9,"2,000",90,1,2021.0,감정로 87,-,-,-,,,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,전세,69.9958,202312,9,"22,000",0,17,2021.0,감정로 87,202402~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,월세,59.9941,202312,9,"2,000",90,1,2021.0,감정로 87,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,전세,59.9919,202312,15,"22,000",0,15,2021.0,감정로 87,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,전세,59.9919,202312,15,"22,000",0,15,2021.0,감정로 87,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,705,705,0,김포센트럴헤센1단지,전세,59.9919,202312,28,"20,000",0,14,2021.0,감정로 87,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,696,696,0,김포한강신안실크밸리3차,전세,84.8026,202312,6,"27,000",0,3,2012.0,중봉로 1-1,202401~202601,갱신,-,"2,000",0.0,아파트,발표후,
경기도 김포시 감정동,696,696,0,김포한강신안실크밸리3차,월세,84.8674,202312,11,"8,000",90,1,2012.0,중봉로 1-1,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,696,696,0,김포한강신안실크밸리3차,월세,84.8674,202312,30,"4,000",100,2,2012.0,중봉로 1-1,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,659,659,0,삼환,전세,118.14,202312,28,"25,000",0,10,1995.0,봉화로181번길 30,-,갱신,-,"35,000",0.0,아파트,발표후,
경기도 김포시 감정동,694,694,0,신안실크밸리2,전세,84.705,202312,13,"19,000",0,8,2001.0,감정로 75,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,550-1,550,1,신한,전세,44.26,202312,4,"5,500",0,5,1992.0,감정로 3,-,-,-,,,아파트,발표후,
경기도 김포시 감정동,674,674,0,신화,월세,84.75,202312,16,"2,000",85,1,1995.0,봉화로167번길 35-18,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,517-1,517,1,쌍용,월세,84.97,202312,12,"2,000",83,2,1998.0,중봉로58번길 46,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,84.886,202312,7,"22,000",0,15,2001.0,감정로38번길 16,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),월세,84.886,202312,9,"2,000",90,12,2001.0,감정로38번길 16,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,68.931,202312,12,"15,000",0,7,2001.0,감정로38번길 16,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,59.794,202312,12,"15,000",0,15,2001.0,감정로38번길 16,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,68.931,202312,12,"16,500",0,3,2001.0,감정로38번길 16,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,84.886,202312,16,"20,000",0,7,2001.0,감정로38번길 16,-,-,-,,,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,84.886,202312,16,"20,000",0,7,2001.0,감정로38번길 16,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),월세,59.794,202312,22,"2,000",63,6,2001.0,감정로38번길 16,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,685,685,0,푸른마을(신안),전세,68.931,202312,23,"19,000",0,15,2001.0,감정로38번길 16,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,521-1,521,1,희영(무지개),전세,59.92,202312,18,"15,000",0,8,1997.0,중봉로58번길 20,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 감정동,521-1,521,1,희영(무지개),전세,59.92,202312,29,"14,100",0,2,1997.0,중봉로58번길 20,202402~202601,갱신,사용,"14,000",0.0,아파트,발표후,
경기도 김포시 감정동,521-1,521,1,희영(무지개),전세,84.94,202312,30,"24,000",0,3,1997.0,중봉로58번길 20,202401~202601,갱신,-,"29,000",0.0,아파트,발표후,
경기도 김포시 걸포동,1558,1558,0,오스타파라곤1단지,전세,136.7,202312,5,"32,000",0,5,2010.0,걸포1로 11,-,-,-,,,아파트,발표후,
경기도 김포시 걸포동,1558,1558,0,오스타파라곤1단지,월세,99.32,202312,9,"5,000",130,5,2010.0,걸포1로 11,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1561,1561,0,오스타파라곤2단지,월세,84.99,202312,7,"5,000",125,11,2010.0,걸포1로 10,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1555,1555,0,오스타파라곤3단지,전세,135.94,202312,4,"38,000",0,11,2010.0,걸포1로 39,202312~202512,갱신,-,"33,075",0.0,아파트,발표후,
경기도 김포시 걸포동,1555,1555,0,오스타파라곤3단지,전세,120.55,202312,21,"43,000",0,19,2010.0,걸포1로 39,202403~202603,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1595,1595,0,한강메트로자이1단지,전세,84.982,202312,4,"40,000",0,34,2020.0,걸포2로 83,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1595,1595,0,한강메트로자이1단지,전세,74.4083,202312,17,"36,000",0,43,2020.0,걸포2로 83,202401~202509,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1595,1595,0,한강메트로자이1단지,전세,59.9538,202312,28,"30,000",0,17,2020.0,걸포2로 83,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1595,1595,0,한강메트로자이1단지,전세,59.9538,202312,28,"30,000",0,17,2020.0,걸포2로 83,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,월세,84.9402,202312,4,"5,000",160,30,2020.0,걸포2로 74,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,59.9496,202312,5,"35,000",0,9,2020.0,걸포2로 74,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,월세,59.9496,202312,7,"3,000",140,5,2020.0,걸포2로 74,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.9402,202312,9,"42,000",0,32,2020.0,걸포2로 74,-,-,-,,,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.9402,202312,9,"42,000",0,32,2020.0,걸포2로 74,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.9692,202312,11,"29,000",0,5,2020.0,걸포2로 74,202312~202612,-,-,,,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,74.9078,202312,11,"33,000",0,20,2020.0,걸포2로 74,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.2278,202312,11,"40,000",0,1,2020.0,걸포2로 74,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,월세,84.9199,202312,13,"5,000",150,32,2020.0,걸포2로 74,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,59.9496,202312,15,"35,000",0,22,2020.0,걸포2로 74,202402~202602,갱신,사용,"42,000",0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,월세,84.9402,202312,16,"5,000",150,2,2020.0,걸포2로 74,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,월세,59.9496,202312,16,"3,000",130,6,2020.0,걸포2로 74,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.9692,202312,26,"40,000",0,7,2020.0,걸포2로 74,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.9692,202312,26,"40,000",0,7,2020.0,걸포2로 74,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,84.9402,202312,29,"42,500",0,20,2020.0,걸포2로 74,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,월세,74.9078,202312,30,"5,000",140,31,2020.0,걸포2로 74,-,-,-,,,아파트,발표후,
경기도 김포시 걸포동,1591,1591,0,한강메트로자이2단지,전세,74.9078,202312,30,"38,000",0,2,2020.0,걸포2로 74,202403~202603,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1593,1593,0,한강메트로자이3단지,월세,84.9123,202312,8,500,150,8,2020.0,걸포2로 60,202401~202407,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1593,1593,0,한강메트로자이3단지,월세,84.935,202312,9,"5,000",150,10,2020.0,걸포2로 60,-,-,-,,,아파트,발표후,
경기도 김포시 걸포동,1593,1593,0,한강메트로자이3단지,월세,84.935,202312,9,"5,000",150,10,2020.0,걸포2로 60,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,1593,1593,0,한강메트로자이3단지,전세,99.8476,202312,14,"52,500",0,10,2020.0,걸포2로 60,202403~202603,갱신,-,"62,500",0.0,아파트,발표후,
경기도 김포시 걸포동,BL-2-1,2,1,한강파크뷰우방아이유쉘,전세,84.9208,202312,20,"35,000",0,3,2019.0,걸포1로 40,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 걸포동,BL-2-1,2,1,한강파크뷰우방아이유쉘,월세,84.9763,202312,24,"3,000",140,13,2019.0,걸포1로 40,202312~202512,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1110,1110,0,강변마을 동부센트레빌,전세,84.9904,202312,17,"34,000",0,9,2006.0,신곡로3번길 34-38,-,-,-,,,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1110,1110,0,강변마을 동부센트레빌,전세,84.9904,202312,17,"34,000",0,9,2006.0,신곡로3번길 34-38,202402~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1110,1110,0,강변마을 동부센트레빌,전세,84.9904,202312,26,"32,000",0,4,2006.0,신곡로3번길 34-38,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1110,1110,0,강변마을 동부센트레빌,전세,84.9394,202312,29,"30,400",0,3,2006.0,신곡로3번길 34-38,202312~202512,갱신,-,"30,400",0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1280,1280,0,강변마을 월드메르디앙아파트,전세,116.092,202312,5,"40,000",0,7,2010.0,신곡로 48,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1280,1280,0,강변마을 월드메르디앙아파트,전세,116.092,202312,5,"40,000",0,7,2010.0,신곡로 48,-,-,-,,,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1102,1102,0,강변마을 청도솔리움,전세,59.97,202312,8,"24,500",0,6,2006.0,신곡로 33,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1102,1102,0,강변마을 청도솔리움,전세,59.97,202312,27,"25,000",0,1,2006.0,신곡로 33,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1111,1111,0,강변마을동일하이빌,전세,122.9674,202312,22,"40,000",0,5,2006.0,신곡로3번길 34-16,202402~202602,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1291,1291,0,고촌행정타운 한양수자인,전세,84.9949,202312,2,"44,900",0,4,2017.0,은행영사정로23번길 23,202312~202512,갱신,-,"39,900",0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1291,1291,0,고촌행정타운 한양수자인,월세,84.9896,202312,14,"5,000",160,2,2017.0,은행영사정로23번길 23,202402~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1291,1291,0,고촌행정타운 한양수자인,전세,76.946,202312,18,"36,380",0,4,2017.0,은행영사정로23번길 23,202403~202603,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1291,1291,0,고촌행정타운 한양수자인,월세,64.3842,202312,20,"8,000",110,5,2017.0,은행영사정로23번길 23,202401~202601,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1291,1291,0,고촌행정타운 한양수자인,월세,76.946,202312,30,"5,000",125,5,2017.0,은행영사정로23번길 23,-,-,-,,,아파트,발표후,
경기도 김포시 고촌읍 신곡리,539-1,539,1,길훈1차,전세,84.85,202312,12,"25,000",0,2,1991.0,장차로 25,202403~202603,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,539-1,539,1,길훈1차,전세,84.64,202312,15,"22,000",0,4,1991.0,장차로 25,-,갱신,-,"30,000",0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,539-1,539,1,길훈1차,전세,84.85,202312,22,"24,000",0,13,1991.0,장차로 25,202401~202501,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1284,1284,0,김포고촌우방아이유쉘,월세,149.092,202312,16,"5,000",190,13,2014.0,고송로 7,202402~202502,신규,-,0,0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1269,1269,0,수기마을힐스테이트1단지,전세,84.85,202312,1,"30,000",0,1,2008.0,수기로 67-54,202312~202512,갱신,-,"30,000",0.0,아파트,발표후,
경기도 김포시 고촌읍 신곡리,1269,1269,0,수기마을힐스테이트1단지,전세,101.52,202312,2,"37,500",0,3,2008.0,수기로 67-54,202401~202601,갱신,-,"36,000",0.0,아파트,발표후,
